study_accession	sample_accession	experiment_accession	run_accession	tax_id	scientific_name	fastq_ftp	submitted_ftp	sra_ftp
PRJNA842889	SAMN28690291	SRX15537718	SRR19485029	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/029/SRR19485029/SRR19485029.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR194/029/SRR19485029
PRJNA842889	SAMN28690290	SRX15537717	SRR19485030	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/030/SRR19485030/SRR19485030.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR194/030/SRR19485030
PRJNA842889	SAMN28690289	SRX15537716	SRR19485031	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/031/SRR19485031/SRR19485031.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR194/031/SRR19485031
PRJNA842889	SAMN28690288	SRX15537715	SRR19485032	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/032/SRR19485032/SRR19485032.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR194/032/SRR19485032
PRJNA842889	SAMN28690287	SRX15537714	SRR19485033	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/033/SRR19485033/SRR19485033.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR194/033/SRR19485033
PRJNA842889	SAMN28690286	SRX15537713	SRR19485034	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/034/SRR19485034/SRR19485034.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR194/034/SRR19485034
PRJNA842889	SAMN28690285	SRX15537712	SRR19485035	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/035/SRR19485035/SRR19485035.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR194/035/SRR19485035
PRJNA842889	SAMN28690078	SRX15537711	SRR19485036	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/036/SRR19485036/SRR19485036.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR194/036/SRR19485036
PRJNA842889	SAMN28690284	SRX15537710	SRR19485037	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/037/SRR19485037/SRR19485037.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR194/037/SRR19485037
PRJNA842889	SAMN28690283	SRX15537709	SRR19485038	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/038/SRR19485038/SRR19485038.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR194/038/SRR19485038
PRJNA842889	SAMN28690282	SRX15537708	SRR19485039	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/039/SRR19485039/SRR19485039.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR194/039/SRR19485039
PRJNA842889	SAMN28690281	SRX15537707	SRR19485040	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/040/SRR19485040/SRR19485040.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR194/040/SRR19485040
PRJNA842889	SAMN28690280	SRX15537706	SRR19485041	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/041/SRR19485041/SRR19485041.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR194/041/SRR19485041
PRJNA842889	SAMN28690279	SRX15537705	SRR19485042	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/042/SRR19485042/SRR19485042.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR194/042/SRR19485042
PRJNA842889	SAMN28690278	SRX15537704	SRR19485043	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/043/SRR19485043/SRR19485043.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR194/043/SRR19485043
PRJNA842889	SAMN28690277	SRX15537703	SRR19485044	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/044/SRR19485044/SRR19485044.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR194/044/SRR19485044
PRJNA842889	SAMN28690276	SRX15537702	SRR19485045	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/045/SRR19485045/SRR19485045.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR194/045/SRR19485045
PRJNA842889	SAMN28690275	SRX15537701	SRR19485046	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/046/SRR19485046/SRR19485046.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR194/046/SRR19485046
PRJNA842889	SAMN28690077	SRX15537700	SRR19485047	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/047/SRR19485047/SRR19485047.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR194/047/SRR19485047
PRJNA842889	SAMN28690274	SRX15537699	SRR19485048	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/048/SRR19485048/SRR19485048.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR194/048/SRR19485048
PRJNA842889	SAMN28690273	SRX15537698	SRR19485049	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/049/SRR19485049/SRR19485049.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR194/049/SRR19485049
PRJNA842889	SAMN28690272	SRX15537697	SRR19485050	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/050/SRR19485050/SRR19485050.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR194/050/SRR19485050
PRJNA842889	SAMN28690271	SRX15537696	SRR19485051	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/051/SRR19485051/SRR19485051.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR194/051/SRR19485051
PRJNA842889	SAMN28690270	SRX15537695	SRR19485052	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/052/SRR19485052/SRR19485052.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR194/052/SRR19485052
PRJNA842889	SAMN28690269	SRX15537694	SRR19485053	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/053/SRR19485053/SRR19485053.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR194/053/SRR19485053
PRJNA842889	SAMN28690268	SRX15537693	SRR19485054	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/054/SRR19485054/SRR19485054.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR194/054/SRR19485054
PRJNA842889	SAMN28690267	SRX15537692	SRR19485055	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/055/SRR19485055/SRR19485055.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR194/055/SRR19485055
PRJNA842889	SAMN28690266	SRX15537691	SRR19485056	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/056/SRR19485056/SRR19485056.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR194/056/SRR19485056
PRJNA842889	SAMN28690265	SRX15537690	SRR19485057	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/057/SRR19485057/SRR19485057.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR194/057/SRR19485057
PRJNA842889	SAMN28690076	SRX15537689	SRR19485058	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/058/SRR19485058/SRR19485058.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR194/058/SRR19485058
PRJNA842889	SAMN28690264	SRX15537688	SRR19485059	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/059/SRR19485059/SRR19485059.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR194/059/SRR19485059
PRJNA842889	SAMN28690263	SRX15537687	SRR19485060	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/060/SRR19485060/SRR19485060.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR194/060/SRR19485060
PRJNA842889	SAMN28690262	SRX15537686	SRR19485061	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/061/SRR19485061/SRR19485061.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR194/061/SRR19485061
PRJNA842889	SAMN28690261	SRX15537685	SRR19485062	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/062/SRR19485062/SRR19485062.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR194/062/SRR19485062
PRJNA842889	SAMN28690072	SRX15537684	SRR19485063	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/063/SRR19485063/SRR19485063.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR194/063/SRR19485063
PRJNA842889	SAMN28690224	SRX15537683	SRR19485064	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/064/SRR19485064/SRR19485064.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR194/064/SRR19485064
PRJNA842889	SAMN28690223	SRX15537682	SRR19485065	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/065/SRR19485065/SRR19485065.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR194/065/SRR19485065
PRJNA842889	SAMN28690222	SRX15537681	SRR19485066	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/066/SRR19485066/SRR19485066.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR194/066/SRR19485066
PRJNA842889	SAMN28690221	SRX15537680	SRR19485067	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/067/SRR19485067/SRR19485067.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR194/067/SRR19485067
PRJNA842889	SAMN28690220	SRX15537679	SRR19485068	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/068/SRR19485068/SRR19485068.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR194/068/SRR19485068
PRJNA842889	SAMN28690219	SRX15537678	SRR19485069	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/069/SRR19485069/SRR19485069.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR194/069/SRR19485069
PRJNA842889	SAMN28690218	SRX15537677	SRR19485070	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/070/SRR19485070/SRR19485070.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR194/070/SRR19485070
PRJNA842889	SAMN28690217	SRX15537676	SRR19485071	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/071/SRR19485071/SRR19485071.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR194/071/SRR19485071
PRJNA842889	SAMN28690216	SRX15537675	SRR19485072	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/072/SRR19485072/SRR19485072.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR194/072/SRR19485072
PRJNA842889	SAMN28690215	SRX15537674	SRR19485073	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/073/SRR19485073/SRR19485073.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR194/073/SRR19485073
PRJNA842889	SAMN28690071	SRX15537673	SRR19485074	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/074/SRR19485074/SRR19485074.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR194/074/SRR19485074
PRJNA842889	SAMN28690214	SRX15537672	SRR19485075	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/075/SRR19485075/SRR19485075.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR194/075/SRR19485075
PRJNA842889	SAMN28690213	SRX15537671	SRR19485076	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/076/SRR19485076/SRR19485076.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR194/076/SRR19485076
PRJNA842889	SAMN28690212	SRX15537670	SRR19485077	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/077/SRR19485077/SRR19485077.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR194/077/SRR19485077
PRJNA842889	SAMN28690211	SRX15537669	SRR19485078	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/078/SRR19485078/SRR19485078.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR194/078/SRR19485078
PRJNA842889	SAMN28690210	SRX15537668	SRR19485079	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/079/SRR19485079/SRR19485079.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR194/079/SRR19485079
PRJNA842889	SAMN28690209	SRX15537667	SRR19485080	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/080/SRR19485080/SRR19485080.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR194/080/SRR19485080
PRJNA842889	SAMN28690208	SRX15537666	SRR19485081	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/081/SRR19485081/SRR19485081.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR194/081/SRR19485081
PRJNA842889	SAMN28690207	SRX15537665	SRR19485082	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/082/SRR19485082/SRR19485082.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR194/082/SRR19485082
PRJNA842889	SAMN28690206	SRX15537664	SRR19485083	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/083/SRR19485083/SRR19485083.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR194/083/SRR19485083
PRJNA842889	SAMN28690205	SRX15537663	SRR19485084	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/084/SRR19485084/SRR19485084.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR194/084/SRR19485084
PRJNA842889	SAMN28690070	SRX15537662	SRR19485085	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/085/SRR19485085/SRR19485085.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR194/085/SRR19485085
PRJNA842889	SAMN28690204	SRX15537661	SRR19485086	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/086/SRR19485086/SRR19485086.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR194/086/SRR19485086
PRJNA842889	SAMN28690203	SRX15537660	SRR19485087	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/087/SRR19485087/SRR19485087.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR194/087/SRR19485087
PRJNA842889	SAMN28690202	SRX15537659	SRR19485088	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/088/SRR19485088/SRR19485088.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR194/088/SRR19485088
PRJNA842889	SAMN28690201	SRX15537658	SRR19485089	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/089/SRR19485089/SRR19485089.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR194/089/SRR19485089
PRJNA842889	SAMN28690200	SRX15537657	SRR19485090	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/090/SRR19485090/SRR19485090.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR194/090/SRR19485090
PRJNA842889	SAMN28690199	SRX15537656	SRR19485091	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/091/SRR19485091/SRR19485091.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR194/091/SRR19485091
PRJNA842889	SAMN28690198	SRX15537655	SRR19485092	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/092/SRR19485092/SRR19485092.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR194/092/SRR19485092
PRJNA842889	SAMN28690197	SRX15537654	SRR19485093	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/093/SRR19485093/SRR19485093.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR194/093/SRR19485093
PRJNA842889	SAMN28690196	SRX15537653	SRR19485094	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/094/SRR19485094/SRR19485094.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR194/094/SRR19485094
PRJNA842889	SAMN28690195	SRX15537652	SRR19485095	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/095/SRR19485095/SRR19485095.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR194/095/SRR19485095
PRJNA842889	SAMN28690069	SRX15537651	SRR19485096	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/096/SRR19485096/SRR19485096.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR194/096/SRR19485096
PRJNA842889	SAMN28690194	SRX15537650	SRR19485097	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/097/SRR19485097/SRR19485097.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR194/097/SRR19485097
PRJNA842889	SAMN28690193	SRX15537649	SRR19485098	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/098/SRR19485098/SRR19485098.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR194/098/SRR19485098
PRJNA842889	SAMN28690192	SRX15537648	SRR19485099	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/099/SRR19485099/SRR19485099.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR194/099/SRR19485099
PRJNA842889	SAMN28690191	SRX15537647	SRR19485100	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/000/SRR19485100/SRR19485100.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR194/000/SRR19485100
PRJNA842889	SAMN28690190	SRX15537646	SRR19485101	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/001/SRR19485101/SRR19485101.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR194/001/SRR19485101
PRJNA842889	SAMN28690189	SRX15537645	SRR19485102	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/002/SRR19485102/SRR19485102.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR194/002/SRR19485102
PRJNA842889	SAMN28690188	SRX15537644	SRR19485103	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/003/SRR19485103/SRR19485103.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR194/003/SRR19485103
PRJNA842889	SAMN28690187	SRX15537643	SRR19485104	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/004/SRR19485104/SRR19485104.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR194/004/SRR19485104
PRJNA842889	SAMN28690186	SRX15537642	SRR19485105	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/005/SRR19485105/SRR19485105.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR194/005/SRR19485105
PRJNA842889	SAMN28690185	SRX15537641	SRR19485106	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/006/SRR19485106/SRR19485106.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR194/006/SRR19485106
PRJNA842889	SAMN28690068	SRX15537640	SRR19485107	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/007/SRR19485107/SRR19485107.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR194/007/SRR19485107
PRJNA842889	SAMN28690184	SRX15537639	SRR19485108	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/008/SRR19485108/SRR19485108.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR194/008/SRR19485108
PRJNA842889	SAMN28690183	SRX15537638	SRR19485109	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/009/SRR19485109/SRR19485109.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR194/009/SRR19485109
PRJNA842889	SAMN28690182	SRX15537637	SRR19485110	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/010/SRR19485110/SRR19485110.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR194/010/SRR19485110
PRJNA842889	SAMN28690181	SRX15537636	SRR19485111	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/011/SRR19485111/SRR19485111.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR194/011/SRR19485111
PRJNA842889	SAMN28690180	SRX15537635	SRR19485112	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/012/SRR19485112/SRR19485112.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR194/012/SRR19485112
PRJNA842889	SAMN28690179	SRX15537634	SRR19485113	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/013/SRR19485113/SRR19485113.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR194/013/SRR19485113
PRJNA842889	SAMN28690178	SRX15537633	SRR19485114	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/014/SRR19485114/SRR19485114.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR194/014/SRR19485114
PRJNA842889	SAMN28690177	SRX15537632	SRR19485115	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/015/SRR19485115/SRR19485115.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR194/015/SRR19485115
PRJNA842889	SAMN28690176	SRX15537631	SRR19485116	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/016/SRR19485116/SRR19485116.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR194/016/SRR19485116
PRJNA842889	SAMN28690175	SRX15537630	SRR19485117	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/017/SRR19485117/SRR19485117.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR194/017/SRR19485117
PRJNA842889	SAMN28690067	SRX15537629	SRR19485118	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/018/SRR19485118/SRR19485118.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR194/018/SRR19485118
PRJNA842889	SAMN28690174	SRX15537628	SRR19485119	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/019/SRR19485119/SRR19485119.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR194/019/SRR19485119
PRJNA842889	SAMN28690173	SRX15537627	SRR19485120	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/020/SRR19485120/SRR19485120.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR194/020/SRR19485120
PRJNA842889	SAMN28690172	SRX15537626	SRR19485121	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/021/SRR19485121/SRR19485121.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR194/021/SRR19485121
PRJNA842889	SAMN28690171	SRX15537625	SRR19485122	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/022/SRR19485122/SRR19485122.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR194/022/SRR19485122
PRJNA842889	SAMN28690170	SRX15537624	SRR19485123	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/023/SRR19485123/SRR19485123.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR194/023/SRR19485123
PRJNA842889	SAMN28690169	SRX15537623	SRR19485124	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/024/SRR19485124/SRR19485124.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR194/024/SRR19485124
PRJNA842889	SAMN28690168	SRX15537622	SRR19485125	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/025/SRR19485125/SRR19485125.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR194/025/SRR19485125
PRJNA842889	SAMN28690167	SRX15537621	SRR19485126	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/026/SRR19485126/SRR19485126.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR194/026/SRR19485126
PRJNA842889	SAMN28690166	SRX15537620	SRR19485127	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/027/SRR19485127/SRR19485127.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR194/027/SRR19485127
PRJNA842889	SAMN28690165	SRX15537619	SRR19485128	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/028/SRR19485128/SRR19485128.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR194/028/SRR19485128
PRJNA842889	SAMN28690066	SRX15537618	SRR19485129	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/029/SRR19485129/SRR19485129.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR194/029/SRR19485129
PRJNA842889	SAMN28690164	SRX15537617	SRR19485130	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/030/SRR19485130/SRR19485130.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR194/030/SRR19485130
PRJNA842889	SAMN28690163	SRX15537616	SRR19485131	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/031/SRR19485131/SRR19485131.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR194/031/SRR19485131
PRJNA842889	SAMN28690162	SRX15537615	SRR19485132	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/032/SRR19485132/SRR19485132.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR194/032/SRR19485132
PRJNA842889	SAMN28690161	SRX15537614	SRR19485133	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/033/SRR19485133/SRR19485133.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR194/033/SRR19485133
PRJNA842889	SAMN28690160	SRX15537613	SRR19485134	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/034/SRR19485134/SRR19485134.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR194/034/SRR19485134
