study_accession	sample_accession	experiment_accession	run_accession	tax_id	scientific_name	fastq_ftp	submitted_ftp	sra_ftp
PRJNA842889	SAMN28690154	SRX15537934	SRR19484813	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/013/SRR19484813/SRR19484813.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR194/013/SRR19484813
PRJNA842889	SAMN28690153	SRX15537933	SRR19484814	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/014/SRR19484814/SRR19484814.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR194/014/SRR19484814
PRJNA842889	SAMN28690152	SRX15537932	SRR19484815	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/015/SRR19484815/SRR19484815.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR194/015/SRR19484815
PRJNA842889	SAMN28690151	SRX15537931	SRR19484816	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/016/SRR19484816/SRR19484816.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR194/016/SRR19484816
PRJNA842889	SAMN28690150	SRX15537930	SRR19484817	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/017/SRR19484817/SRR19484817.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR194/017/SRR19484817
PRJNA842889	SAMN28690149	SRX15537929	SRR19484818	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/018/SRR19484818/SRR19484818.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR194/018/SRR19484818
PRJNA842889	SAMN28690148	SRX15537928	SRR19484819	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/019/SRR19484819/SRR19484819.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR194/019/SRR19484819
PRJNA842889	SAMN28690147	SRX15537927	SRR19484820	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/020/SRR19484820/SRR19484820.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR194/020/SRR19484820
PRJNA842889	SAMN28690146	SRX15537926	SRR19484821	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/021/SRR19484821/SRR19484821.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR194/021/SRR19484821
PRJNA842889	SAMN28690145	SRX15537925	SRR19484822	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/022/SRR19484822/SRR19484822.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR194/022/SRR19484822
PRJNA842889	SAMN28690064	SRX15537924	SRR19484823	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/023/SRR19484823/SRR19484823.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR194/023/SRR19484823
PRJNA842889	SAMN28690144	SRX15537923	SRR19484824	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/024/SRR19484824/SRR19484824.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR194/024/SRR19484824
PRJNA842889	SAMN28690143	SRX15537922	SRR19484825	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/025/SRR19484825/SRR19484825.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR194/025/SRR19484825
PRJNA842889	SAMN28690142	SRX15537921	SRR19484826	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/026/SRR19484826/SRR19484826.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR194/026/SRR19484826
PRJNA842889	SAMN28690141	SRX15537920	SRR19484827	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/027/SRR19484827/SRR19484827.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR194/027/SRR19484827
PRJNA842889	SAMN28690140	SRX15537919	SRR19484828	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/028/SRR19484828/SRR19484828.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR194/028/SRR19484828
PRJNA842889	SAMN28690139	SRX15537918	SRR19484829	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/029/SRR19484829/SRR19484829.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR194/029/SRR19484829
PRJNA842889	SAMN28690138	SRX15537917	SRR19484830	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/030/SRR19484830/SRR19484830.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR194/030/SRR19484830
PRJNA842889	SAMN28690137	SRX15537916	SRR19484831	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/031/SRR19484831/SRR19484831.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR194/031/SRR19484831
PRJNA842889	SAMN28690136	SRX15537915	SRR19484832	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/032/SRR19484832/SRR19484832.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR194/032/SRR19484832
PRJNA842889	SAMN28690135	SRX15537914	SRR19484833	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/033/SRR19484833/SRR19484833.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR194/033/SRR19484833
PRJNA842889	SAMN28690063	SRX15537913	SRR19484834	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/034/SRR19484834/SRR19484834.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR194/034/SRR19484834
PRJNA842889	SAMN28690327	SRX15537911	SRR19484835	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/035/SRR19484835/SRR19484835.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR194/035/SRR19484835
PRJNA842889	SAMN28690326	SRX15537910	SRR19484836	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/036/SRR19484836/SRR19484836.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR194/036/SRR19484836
PRJNA842889	SAMN28690325	SRX15537909	SRR19484837	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/037/SRR19484837/SRR19484837.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR194/037/SRR19484837
PRJNA842889	SAMN28690082	SRX15537908	SRR19484838	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/038/SRR19484838/SRR19484838.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR194/038/SRR19484838
PRJNA842889	SAMN28690324	SRX15537907	SRR19484839	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/039/SRR19484839/SRR19484839.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR194/039/SRR19484839
PRJNA842889	SAMN28690323	SRX15537906	SRR19484840	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/040/SRR19484840/SRR19484840.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR194/040/SRR19484840
PRJNA842889	SAMN28690322	SRX15537905	SRR19484841	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/041/SRR19484841/SRR19484841.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR194/041/SRR19484841
PRJNA842889	SAMN28690321	SRX15537904	SRR19484842	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/042/SRR19484842/SRR19484842.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR194/042/SRR19484842
PRJNA842889	SAMN28690320	SRX15537903	SRR19484843	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/043/SRR19484843/SRR19484843.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR194/043/SRR19484843
PRJNA842889	SAMN28690319	SRX15537902	SRR19484844	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/044/SRR19484844/SRR19484844.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR194/044/SRR19484844
PRJNA842889	SAMN28690318	SRX15537901	SRR19484845	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/045/SRR19484845/SRR19484845.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR194/045/SRR19484845
PRJNA842889	SAMN28690317	SRX15537900	SRR19484846	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/046/SRR19484846/SRR19484846.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR194/046/SRR19484846
PRJNA842889	SAMN28690316	SRX15537899	SRR19484847	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/047/SRR19484847/SRR19484847.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR194/047/SRR19484847
PRJNA842889	SAMN28690315	SRX15537898	SRR19484848	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/048/SRR19484848/SRR19484848.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR194/048/SRR19484848
PRJNA842889	SAMN28690081	SRX15537897	SRR19484849	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/049/SRR19484849/SRR19484849.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR194/049/SRR19484849
PRJNA842889	SAMN28690314	SRX15537896	SRR19484850	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/050/SRR19484850/SRR19484850.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR194/050/SRR19484850
PRJNA842889	SAMN28690313	SRX15537895	SRR19484851	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/051/SRR19484851/SRR19484851.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR194/051/SRR19484851
PRJNA842889	SAMN28690312	SRX15537894	SRR19484852	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/052/SRR19484852/SRR19484852.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR194/052/SRR19484852
PRJNA842889	SAMN28690311	SRX15537893	SRR19484853	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/053/SRR19484853/SRR19484853.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR194/053/SRR19484853
PRJNA842889	SAMN28690310	SRX15537892	SRR19484854	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/054/SRR19484854/SRR19484854.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR194/054/SRR19484854
PRJNA842889	SAMN28690309	SRX15537891	SRR19484855	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/055/SRR19484855/SRR19484855.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR194/055/SRR19484855
PRJNA842889	SAMN28690308	SRX15537890	SRR19484856	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/056/SRR19484856/SRR19484856.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR194/056/SRR19484856
PRJNA842889	SAMN28690307	SRX15537889	SRR19484857	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/057/SRR19484857/SRR19484857.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR194/057/SRR19484857
PRJNA842889	SAMN28690306	SRX15537888	SRR19484858	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/058/SRR19484858/SRR19484858.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR194/058/SRR19484858
PRJNA842889	SAMN28690305	SRX15537887	SRR19484859	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/059/SRR19484859/SRR19484859.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR194/059/SRR19484859
PRJNA842889	SAMN28690080	SRX15537886	SRR19484860	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/060/SRR19484860/SRR19484860.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR194/060/SRR19484860
PRJNA842889	SAMN28690304	SRX15537885	SRR19484861	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/061/SRR19484861/SRR19484861.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR194/061/SRR19484861
PRJNA842889	SAMN28690303	SRX15537884	SRR19484862	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/062/SRR19484862/SRR19484862.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR194/062/SRR19484862
PRJNA842889	SAMN28690302	SRX15537883	SRR19484863	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/063/SRR19484863/SRR19484863.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR194/063/SRR19484863
PRJNA842889	SAMN28690301	SRX15537882	SRR19484864	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/064/SRR19484864/SRR19484864.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR194/064/SRR19484864
PRJNA842889	SAMN28690300	SRX15537881	SRR19484865	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/065/SRR19484865/SRR19484865.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR194/065/SRR19484865
PRJNA842889	SAMN28690299	SRX15537880	SRR19484866	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/066/SRR19484866/SRR19484866.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR194/066/SRR19484866
PRJNA842889	SAMN28690298	SRX15537879	SRR19484867	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/067/SRR19484867/SRR19484867.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR194/067/SRR19484867
PRJNA842889	SAMN28690297	SRX15537878	SRR19484868	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/068/SRR19484868/SRR19484868.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR194/068/SRR19484868
PRJNA842889	SAMN28690296	SRX15537877	SRR19484869	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/069/SRR19484869/SRR19484869.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR194/069/SRR19484869
PRJNA842889	SAMN28690260	SRX15537876	SRR19484870	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/070/SRR19484870/SRR19484870.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR194/070/SRR19484870
PRJNA842889	SAMN28690295	SRX15537723	SRR19484871	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/071/SRR19484871/SRR19484871.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR194/071/SRR19484871
PRJNA842889	SAMN28690259	SRX15537875	SRR19484872	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/072/SRR19484872/SRR19484872.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR194/072/SRR19484872
PRJNA842889	SAMN28690258	SRX15537874	SRR19484873	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/073/SRR19484873/SRR19484873.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR194/073/SRR19484873
PRJNA842889	SAMN28690257	SRX15537873	SRR19484874	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/074/SRR19484874/SRR19484874.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR194/074/SRR19484874
PRJNA842889	SAMN28690256	SRX15537872	SRR19484875	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/075/SRR19484875/SRR19484875.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR194/075/SRR19484875
PRJNA842889	SAMN28690255	SRX15537871	SRR19484876	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/076/SRR19484876/SRR19484876.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR194/076/SRR19484876
PRJNA842889	SAMN28690075	SRX15537870	SRR19484877	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/077/SRR19484877/SRR19484877.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR194/077/SRR19484877
PRJNA842889	SAMN28690057	SRX15537869	SRR19484878	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/078/SRR19484878/SRR19484878.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR194/078/SRR19484878
PRJNA842889	SAMN28690254	SRX15537868	SRR19484879	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/079/SRR19484879/SRR19484879.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR194/079/SRR19484879
PRJNA842889	SAMN28690253	SRX15537867	SRR19484880	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/080/SRR19484880/SRR19484880.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR194/080/SRR19484880
PRJNA842889	SAMN28690252	SRX15537866	SRR19484881	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/081/SRR19484881/SRR19484881.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR194/081/SRR19484881
PRJNA842889	SAMN28690251	SRX15537865	SRR19484882	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/082/SRR19484882/SRR19484882.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR194/082/SRR19484882
PRJNA842889	SAMN28690250	SRX15537864	SRR19484883	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/083/SRR19484883/SRR19484883.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR194/083/SRR19484883
PRJNA842889	SAMN28690249	SRX15537863	SRR19484884	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/084/SRR19484884/SRR19484884.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR194/084/SRR19484884
PRJNA842889	SAMN28690248	SRX15537862	SRR19484885	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/085/SRR19484885/SRR19484885.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR194/085/SRR19484885
PRJNA842889	SAMN28690247	SRX15537861	SRR19484886	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/086/SRR19484886/SRR19484886.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR194/086/SRR19484886
PRJNA842889	SAMN28690246	SRX15537860	SRR19484887	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/087/SRR19484887/SRR19484887.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR194/087/SRR19484887
PRJNA842889	SAMN28690245	SRX15537859	SRR19484888	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/088/SRR19484888/SRR19484888.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR194/088/SRR19484888
PRJNA842889	SAMN28690074	SRX15537858	SRR19484889	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/089/SRR19484889/SRR19484889.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR194/089/SRR19484889
PRJNA842889	SAMN28690244	SRX15537857	SRR19484890	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/090/SRR19484890/SRR19484890.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR194/090/SRR19484890
PRJNA842889	SAMN28690243	SRX15537856	SRR19484891	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/091/SRR19484891/SRR19484891.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR194/091/SRR19484891
PRJNA842889	SAMN28690242	SRX15537855	SRR19484892	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/092/SRR19484892/SRR19484892.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR194/092/SRR19484892
PRJNA842889	SAMN28690241	SRX15537854	SRR19484893	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/093/SRR19484893/SRR19484893.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR194/093/SRR19484893
PRJNA842889	SAMN28690240	SRX15537853	SRR19484894	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/094/SRR19484894/SRR19484894.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR194/094/SRR19484894
PRJNA842889	SAMN28690239	SRX15537852	SRR19484895	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/095/SRR19484895/SRR19484895.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR194/095/SRR19484895
PRJNA842889	SAMN28690238	SRX15537851	SRR19484896	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/096/SRR19484896/SRR19484896.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR194/096/SRR19484896
PRJNA842889	SAMN28690237	SRX15537850	SRR19484897	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/097/SRR19484897/SRR19484897.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR194/097/SRR19484897
PRJNA842889	SAMN28690236	SRX15537849	SRR19484898	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/098/SRR19484898/SRR19484898.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR194/098/SRR19484898
PRJNA842889	SAMN28690235	SRX15537848	SRR19484899	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/099/SRR19484899/SRR19484899.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR194/099/SRR19484899
PRJNA842889	SAMN28690073	SRX15537847	SRR19484900	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/000/SRR19484900/SRR19484900.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR194/000/SRR19484900
PRJNA842889	SAMN28690234	SRX15537846	SRR19484901	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/001/SRR19484901/SRR19484901.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR194/001/SRR19484901
PRJNA842889	SAMN28690233	SRX15537845	SRR19484902	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/002/SRR19484902/SRR19484902.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR194/002/SRR19484902
PRJNA842889	SAMN28690232	SRX15537844	SRR19484903	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/003/SRR19484903/SRR19484903.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR194/003/SRR19484903
PRJNA842889	SAMN28690231	SRX15537843	SRR19484904	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/004/SRR19484904/SRR19484904.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR194/004/SRR19484904
PRJNA842889	SAMN28690230	SRX15537842	SRR19484905	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/005/SRR19484905/SRR19484905.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR194/005/SRR19484905
PRJNA842889	SAMN28690229	SRX15537841	SRR19484906	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/006/SRR19484906/SRR19484906.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR194/006/SRR19484906
PRJNA842889	SAMN28690228	SRX15537840	SRR19484907	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/007/SRR19484907/SRR19484907.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR194/007/SRR19484907
PRJNA842889	SAMN28690227	SRX15537839	SRR19484908	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/008/SRR19484908/SRR19484908.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR194/008/SRR19484908
PRJNA842889	SAMN28690226	SRX15537838	SRR19484909	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/009/SRR19484909/SRR19484909.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR194/009/SRR19484909
PRJNA842889	SAMN28690225	SRX15537837	SRR19484910	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/010/SRR19484910/SRR19484910.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR194/010/SRR19484910
PRJNA842889	SAMN28690134	SRX15537836	SRR19484911	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/011/SRR19484911/SRR19484911.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR194/011/SRR19484911
PRJNA842889	SAMN28690133	SRX15537835	SRR19484912	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/012/SRR19484912/SRR19484912.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR194/012/SRR19484912
PRJNA842889	SAMN28690132	SRX15537834	SRR19484913	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/013/SRR19484913/SRR19484913.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR194/013/SRR19484913
PRJNA842889	SAMN28690131	SRX15537833	SRR19484914	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/014/SRR19484914/SRR19484914.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR194/014/SRR19484914
PRJNA842889	SAMN28690130	SRX15537832	SRR19484915	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/015/SRR19484915/SRR19484915.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR194/015/SRR19484915
PRJNA842889	SAMN28690129	SRX15537831	SRR19484916	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/016/SRR19484916/SRR19484916.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR194/016/SRR19484916
PRJNA842889	SAMN28690128	SRX15537830	SRR19484917	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/017/SRR19484917/SRR19484917.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR194/017/SRR19484917
PRJNA842889	SAMN28690127	SRX15537829	SRR19484918	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/018/SRR19484918/SRR19484918.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR194/018/SRR19484918
